1,"22,237.07","197,385"
2,"98,712.71","276,368"
3,"18,797.45","729,997"
4,"35,860.05","266,112"
5,"10,212.00","319,004"
6,499.26,"1,942,044"
7,"30,808.69","382,604"
8,"57,736.50","146,717"
9,"247,655.33","92,518"
10,"747,191.93","44,561"
11,"20,318.86","90,311"
12,"15,083.25","420,082"
13,247.23,"422,993"
14,"12,423.38","494,796"
15,"20,779.19","589,400"
16,"11,132.34","1,507,070"
17,"6,930.05","242,399"
