1,11
1,12
2,9
2,10
2,3
2,4
3,9
3,2
3,4
3,12
4,2
4,3
4,7
4,8
4,10
4,14
4,15
4,16
4,17
5,17
5,12
5,16
6,13
6,16
7,4
7,15
7,8
8,10
8,4
8,7
9,2
9,3
9,10
10,9
10,2
10,4
10,8
11,1
12,1
12,17
12,3
12,5
13,6
13,15
13,14
14,4
14,13
14,15
14,16
15,4
15,13
15,14
15,7
15,16
16,4
16,5
16,6
16,14
16,15
16,17
17,12
17,4
17,5
17,16
